N,P,K,temperature,humidity,ph,rainfall,label
33.88,49.98,17.14,27.69,51.67,4.29,68.12,mothbeans
15.8,137.04,202.89,9.27,83.58,5.75,74.24,grapes
20.28,20.85,35.14,24.27,93.84,5.74,113.94,pomegranate
22.23,59.99,23.17,16.59,61.9,5.85,51.66,lentil
103.6,11.37,54.9,24.15,83.65,6.34,43.55,watermelon
15.67,18.22,11.06,24.99,93.54,6.95,101.39,orange
16.45,23.98,30.01,25.98,90.83,6.57,142.3,coconut
98.63,59.64,40.11,22.39,75.68,5.66,196.71,rice
25.95,50.21,24.45,27.17,63.85,6.51,41.42,mungbean
107.3,26.21,28.7,25.33,64.28,6.22,168.77,coffee
17.36,140.79,196.0,24.57,80.91,5.52,69.76,grapes
21.62,35.57,26.16,31.55,47.53,5.32,30.37,mango
45.89,66.28,49.93,30.15,93.42,6.74,45.61,papaya
17.2,22.52,31.72,28.32,54.47,6.84,72.51,mango
60.91,65.75,54.42,38.37,93.84,6.2,196.82,papaya
44.39,73.44,75.08,21.49,20.83,6.72,62.87,chickpea
61.24,68.46,50.98,38.78,94.56,6.16,214.73,papaya
134.53,44.7,19.64,24.27,78.18,6.49,81.13,cotton
36.25,49.52,23.74,29.76,43.12,4.29,68.08,mothbeans
65.25,46.78,37.37,24.62,84.51,6.72,162.58,jute
106.67,72.93,45.8,23.45,85.81,5.63,126.88,banana
38.79,16.52,31.92,26.32,97.29,6.97,164.92,coconut
50.11,68.66,50.67,35.97,85.87,6.03,142.38,papaya
21.27,37.0,15.25,30.77,62.45,9.57,68.69,mothbeans
27.45,135.48,201.1,38.33,89.93,6.22,72.29,grapes
105.61,92.88,50.03,25.3,88.96,6.26,95.0,banana
18.42,132.82,197.85,21.83,92.35,5.59,118.87,apple
20.29,56.42,22.73,33.56,61.33,5.9,150.38,pigeonpeas
75.19,55.72,23.67,20.62,64.08,7.03,82.52,maize
30.09,140.29,204.43,22.28,91.71,6.13,112.33,apple
23.45,63.18,19.36,22.11,66.12,5.97,54.98,lentil
66.5,70.32,48.61,35.3,94.82,6.08,158.73,papaya
105.06,22.96,27.69,26.69,56.32,6.06,191.35,coffee
17.83,22.3,44.86,19.25,85.41,6.13,126.21,pomegranate
32.83,77.94,22.8,16.32,19.39,5.89,76.91,kidneybeans
23.41,44.09,18.89,27.42,61.48,7.03,60.49,mungbean
126.3,51.14,23.6,22.01,70.65,6.9,94.06,cotton
65.58,41.29,44.9,24.88,83.04,5.81,216.17,rice
22.83,56.89,16.75,24.7,21.04,6.23,118.87,kidneybeans
23.94,28.9,35.44,19.61,94.51,6.73,107.74,pomegranate
138.98,47.67,20.43,22.08,75.73,5.93,89.42,cotton
37.11,72.56,23.43,34.68,73.87,6.41,68.3,blackgram
91.44,79.72,49.49,23.88,77.1,5.61,114.33,banana
93.54,59.31,38.22,24.83,80.12,6.05,186.7,jute
25.43,132.01,202.46,24.8,89.59,6.47,64.56,grapes
122.88,36.14,24.15,25.58,75.75,6.12,61.7,cotton
17.98,39.52,20.1,26.26,89.23,6.85,50.4,mungbean
102.68,11.67,54.28,29.77,90.57,6.12,22.12,muskmelon
62.68,51.59,24.43,21.84,66.11,6.49,89.33,maize
65.63,64.77,53.85,23.37,93.62,6.56,143.17,papaya
37.27,131.89,204.58,34.16,86.61,6.26,73.03,grapes
31.49,57.48,75.84,18.3,15.03,7.3,71.43,chickpea
109.22,93.16,50.34,23.89,81.66,6.6,118.08,banana
17.23,69.46,20.17,15.52,23.06,5.74,84.38,kidneybeans
23.56,15.43,29.02,28.44,95.53,5.83,179.97,coconut
95.14,21.31,49.62,26.25,83.14,6.17,42.53,watermelon
19.21,23.56,40.16,18.85,88.98,5.93,125.24,pomegranate
22.83,20.55,38.03,24.88,93.63,5.76,122.33,pomegranate
95.57,76.99,48.86,26.37,81.44,6.27,95.82,banana
35.79,65.45,19.66,26.2,69.01,6.3,62.26,blackgram
